Group,Model,SIS
1,FFNN,0.7962266316021862
1,FFNN,0.928830688683467
1,FFNN,0.789272783456787
1,FFNN,0.6957779263592772
1,FFNN,0.8679981558259747
1,FFNN,0.6217494731300441
1,FFNN,0.6939252679779442
1,FFNN,0.6586019218078012
1,FFNN,0.926928964274108
1,FFNN,0.9330941805140466
1,FFNN,0.9672886678324276
1,FFNN,0.4656873902485002
1,FFNN,0.7981316448438864
1,FFNN,0.662181057798366
1,FFNN,0.7977829690095439
1,FFNN,0.8601167672877058
1,FFNN,0.9582169974334764
1,FFNN,0.7440790599207154
1,FFNN,0.4488089476944349
1,FFNN,0.3765705528789806
1,FFNN,0.9039668928408436
1,FFNN,0.8750260840439896
1,FFNN,0.82444132530726
1,FFNN,0.8799809348108605
1,FFNN,0.480682121239503
1,FFNN,0.7667079355865107
1,FFNN,0.530315989024671
1,FFNN,0.7535387235416914
1,FFNN,0.7388738349052848
1,FFNN,0.7855453798846507
1,FFNN,0.9157358630935644
1,FFNN,0.9024359486501752
1,FFNN,0.8988603773168656
1,FFNN,0.8272083308435091
1,FFNN,0.6179167034923564
1,FFNN,0.9776710952022616
1,FFNN,0.6889286160053565
1,FFNN,0.6546632454683738
1,FFNN,0.9048724142996182
1,FFNN,0.5457299982931221
1,FFNN,0.803041028227127
1,FFNN,0.8977799572582678
1,FFNN,0.4589205191169639
1,FFNN,0.9631081221135726
1,FFNN,0.7799931839594734
1,FFNN,0.7952674552923856
1,FFNN,0.763379498989441
1,FFNN,0.7821927353840318
1,FFNN,0.6642310907734554
1,FFNN,0.8586482899051053
1,FFNN,0.8741402232114436
1,FFNN,0.7337185249318122
1,FFNN,0.8914150393226813
1,FFNN,0.946521382642906
1,FFNN,0.829727537539045
1,FFNN,0.5770719600035809
1,FFNN,0.8647355154525168
1,FFNN,0.6701950685937218
1,FFNN,0.950343276807221
1,FFNN,0.75559415268999
1,FFNN,0.7818389187054793
1,FFNN,0.8623978346063687
1,FFNN,0.8645593973118767
1,FFNN,0.6228825447637685
1,FFNN,0.9343185298298688
1,FFNN,0.8820024379632858
1,FFNN,0.8287733805354213
1,FFNN,0.7855876104349055
1,FFNN,0.9398343199375344
1,FFNN,0.8894182391450163
1,FFNN,0.8007758370598678
1,FFNN,0.8565544552920226
1,FFNN,0.7111711678601107
1,FFNN,0.7882627310087362
1,FFNN,0.718708701104755
1,FFNN,0.724288456436858
1,FFNN,0.950060500697748
1,FFNN,0.3854917989915093
1,FFNN,0.7331023414286402
1,FFNN,0.8868639685838048
1,FFNN,0.6241995483219941
1,FFNN,0.934941224543253
1,FFNN,0.5746576250705198
1,FFNN,0.5241325097831034
1,FFNN,0.7850749461656702
1,FFNN,0.8587766109634954
1,FFNN,0.5796277547546516
1,FFNN,0.7706866623620241
1,FFNN,0.7541722363832664
1,FFNN,0.8968802755108486
1,FFNN,0.8903690295519529
1,FFNN,0.6871896493997064
1,FFNN,0.8236267648414946
1,FFNN,0.7454115154164093
1,FFNN,0.8920472083569654
1,FFNN,0.8790381354525136
1,FFNN,0.7933339915520635
1,FFNN,0.7322238649652988
1,FFNN,0.8930087049521888
1,FFNN,0.8292205891371821
1,FFNN,0.9516802896438716
1,FFNN,0.9101554662055814
1,FFNN,0.4184823636526529
1,FFNN,0.8948679157524777
1,FFNN,0.7727124083414906
1,FFNN,0.6431080761327763
1,FFNN,0.7589385823264394
1,FFNN,0.870745221997647
1,FFNN,0.889157584308324
1,FFNN,0.6372288443582848
1,FFNN,0.7170491993844686
1,FFNN,0.5279045811784561
1,FFNN,0.8874810427161512
1,FFNN,0.8798429205421953
1,FFNN,0.8105574318263786
1,FFNN,0.8153477947226372
1,FFNN,0.8282394993912463
1,FFNN,0.9092482314453668
1,FFNN,0.7706841581534898
1,FFNN,0.8675687051484916
1,FFNN,0.7385211563508599
1,FFNN,0.7371012475615817
1,FFNN,0.6336176086873738
1,FFNN,0.970283080188124
1,FFNN,0.8414345136474513
1,FFNN,0.8119117548572977
1,FFNN,0.5505359344524365
1,FFNN,0.9199733514112598
1,FFNN,0.6867889809988263
1,FFNN,0.5952300107424467
1,FFNN,0.7909766490339201
1,FFNN,0.881639650954891
1,FFNN,0.8515158335887969
1,FFNN,0.8179801337683357
1,FFNN,0.9169103174513366
1,FFNN,0.9295189559924852
1,FFNN,0.7037474505167584
1,FFNN,0.923077561945548
1,FFNN,0.4557711319847126
1,FFNN,0.8601164492694625
1,FFNN,0.5338944206923778
1,FFNN,0.735042127064973
1,FFNN,0.9516600467185676
1,FFNN,0.7510878179574318
1,FFNN,0.947000777201196
1,FFNN,0.8045499750587628
1,FFNN,0.6027308675273763
1,FFNN,0.7169373336582908
1,FFNN,0.9065524782192136
1,FFNN,0.8189373811376828
1,FFNN,0.918102675046196
1,FFNN,0.7126797365551015
1,FFNN,0.838017093529996
1,FFNN,0.9380622597470178
1,FFNN,0.8735680751825713
1,FFNN,0.7816032305999165
1,FFNN,0.9745132537526836
1,FFNN,0.6564034312470183
1,FFNN,0.7860746037044419
1,FFNN,0.8411536509560712
1,FFNN,0.7997576875071488
1,FFNN,0.7141557650905088
1,FFNN,0.8222834195470535
1,FFNN,0.5744421623263463
1,FFNN,0.6972328117483997
1,FFNN,0.7829440104737512
1,FFNN,0.786997723824745
1,FFNN,0.7794636781283844
1,FFNN,0.818761461067098
1,FFNN,0.8178584858121806
1,FFNN,0.7172604446446197
1,FFNN,0.9644544446328034
1,FFNN,0.8696587173195154
1,FFNN,0.9020884544404294
1,FFNN,0.9474846692160483
1,FFNN,0.7984505010224274
1,FFNN,0.9311222175844032
1,FFNN,0.8159869568212211
1,FFNN,0.6392786893012254
1,FFNN,0.8704590104911337
1,FFNN,0.696067272457377
1,FFNN,0.8693467347564465
1,FFNN,0.6945480460524142
1,FFNN,0.812772184109901
1,FFNN,0.8810373743230956
1,FFNN,0.7381452451726248
1,FFNN,0.7079989928987301
1,FFNN,0.953811105697412
1,FFNN,0.9185197290544088
1,FFNN,0.8476657660932215
1,FFNN,0.9054598570212676
1,FFNN,0.9715099238969028
1,FFNN,0.8798807481570318
1,FFNN,0.3415230044103572
1,FFNN,0.876937751010747
1,FFNN,0.8046130189044425
1,FFNN,0.9767096438909764
1,FFNN,0.8897015677556951
1,FFNN,0.9020667832662854
1,FFNN,0.8838583944151588
1,FFNN,0.6704128173143862
1,FFNN,0.6547754296336662
1,FFNN,0.862272813569291
1,FFNN,0.4557970701250833
1,FFNN,0.8364704582043986
1,FFNN,0.4089300147118259
1,FFNN,0.938337197022504
1,FFNN,0.5878235030177136
1,FFNN,0.7974637865316175
1,FFNN,0.7454941855518125
1,FFNN,0.8870566176328365
1,FFNN,0.8384971306317418
1,FFNN,0.8291687632729342
1,FFNN,0.7829831389224208
1,FFNN,0.7423732033526678
1,FFNN,0.77677612363194
1,FFNN,0.6305412680877419
1,FFNN,0.8230847724232925
1,FFNN,0.9610547280850448
1,FFNN,0.9728151422928968
1,FFNN,0.7501674392655748
1,FFNN,0.6938357363666268
1,FFNN,0.9348480623450272
1,FFNN,0.8408390032062536
1,FFNN,0.8353126628667313
1,FFNN,0.9397242439446256
1,FFNN,0.9118041403078112
1,FFNN,0.8913510261235909
1,FFNN,0.7609154156424982
1,FFNN,0.8946557642401449
1,FFNN,0.9202697996158704
1,FFNN,0.8539041178703191
1,FFNN,0.8867026414991614
1,FFNN,0.9207221677778792
1,FFNN,0.8017445632599929
1,FFNN,0.7420086658833551
1,FFNN,0.9837387688561215
1,FFNN,0.81650713833616
1,FFNN,0.7076543506988039
1,FFNN,0.91013261931993
1,FFNN,0.9712482608297092
1,FFNN,0.6600138990529621
1,FFNN,0.9633936868312826
1,FFNN,0.8256621746537018
1,FFNN,0.7823661047322262
1,FFNN,0.888921898678154
1,FFNN,0.837457968857401
1,FFNN,0.8282055908719369
1,FFNN,0.7255801139919018
1,FFNN,0.8940692269422286
1,FFNN,0.7554445710739113
1,FFNN,0.6521320700285353
1,FFNN,0.832432733394666
1,FFNN,0.9597291505749734
1,FFNN,0.9382376298301668
1,FFNN,0.8864689687344744
1,FFNN,0.7901346340717698
1,FFNN,0.6603811827607042
1,FFNN,0.658915731574754
1,FFNN,0.9282156816979014
1,FFNN,0.8029669307871925
1,FFNN,0.9147597211919593
1,FFNN,0.9001082872316691
1,FFNN,0.7442035485900198
1,FFNN,0.3525236478429259
1,FFNN,0.6556308652282963
1,FFNN,0.9239249095190408
1,FFNN,0.7233085122143302
1,FFNN,0.6400562805390412
1,FFNN,0.7305254235493479
1,FFNN,0.7921974315778819
1,FFNN,0.8282100453555934
1,FFNN,0.7981194195705715
1,FFNN,0.9502793243367889
1,FFNN,0.6803180134553469
1,FFNN,0.6304328579689008
1,FFNN,0.7619458488355851
1,FFNN,0.801147449724857
1,FFNN,0.9160953246197506
1,FFNN,0.8824640775133099
1,FFNN,0.8912265983220949
1,FFNN,0.6147852084448066
1,FFNN,0.5832901841089853
1,FFNN,0.8089632797522546
1,FFNN,0.7348820486147074
1,FFNN,0.6242718262129844
1,FFNN,0.4370220549730297
1,FFNN,0.8149015553451059
1,FFNN,0.6509391864542876
1,FFNN,0.8864912449186373
1,FFNN,0.6681341488763178
1,FFNN,0.7046175668314167
1,FFNN,0.9255852592659914
1,FFNN,0.7808141344235233
1,FFNN,0.4937544333728302
1,FFNN,0.9228497777879536
1,FFNN,0.925624364796246
1,FFNN,0.8169153164426939
1,FFNN,0.2550480494085032
1,FFNN,0.9414647537607104
1,FFNN,0.8809702391532382
1,FFNN,0.8570289684114665
1,FFNN,0.8293507500812182
1,FFNN,0.8421697221753454
1,FFNN,0.83580732052437
1,FFNN,0.6026549761517875
1,FFNN,0.7428453210421253
1,FFNN,0.9572681608927884
1,FFNN,0.894287506619147
1,FFNN,0.8294564439840701
1,FFNN,0.7803312615239848
1,FFNN,0.7603250863700268
1,FFNN,0.6849116463182293
1,FFNN,0.3105567884004249
1,FFNN,0.8926217962691715
1,FFNN,0.8739074152537586
1,FFNN,0.9334125920484636
1,FFNN,0.8445236385156367
1,FFNN,0.6998550703726653
1,FFNN,0.9328529743176258
1,FFNN,0.8194244288113405
1,FFNN,0.794624161062272
