Group,Model,SIS
1,Direct,0.8258169883564482
1,Direct,0.9216440974350898
1,Direct,0.6807106819873501
1,Direct,0.5317408105085575
1,Direct,0.7943565244735191
1,Direct,0.5687973725405086
1,Direct,0.601067058737737
1,Direct,0.7611919111122747
1,Direct,0.7996033872119812
1,Direct,0.910086971280908
1,Direct,0.9527732421524778
1,Direct,0.3705772457144453
1,Direct,0.7989917683171516
1,Direct,0.6468013462611618
1,Direct,0.7273095580860739
1,Direct,0.731308179264129
1,Direct,0.9346183930442664
1,Direct,0.6403421299445528
1,Direct,0.4637163589580138
1,Direct,0.3197923664579722
1,Direct,0.8297480254581878
1,Direct,0.8565579041769252
1,Direct,0.6618288043944225
1,Direct,0.91584627787122
1,Direct,0.4866531774412037
1,Direct,0.7249348719649884
1,Direct,0.5185384758939553
1,Direct,0.6415732253049636
1,Direct,0.7844908803579278
1,Direct,0.8357552319716666
1,Direct,0.903653716044736
1,Direct,0.8775558376598457
1,Direct,0.8564215335827184
1,Direct,0.8379786953251195
1,Direct,0.4438266789677544
1,Direct,0.9706201314314256
1,Direct,0.5768655646147942
1,Direct,0.6085797929555494
1,Direct,0.8829754174039682
1,Direct,0.3489276054147133
1,Direct,0.7695224095518932
1,Direct,0.6791267246673762
1,Direct,0.4217137827697793
1,Direct,0.9497054388897432
1,Direct,0.7546049180612634
1,Direct,0.7657304780217842
1,Direct,0.8211354843547715
1,Direct,0.6991032737818091
1,Direct,0.6554610620616995
1,Direct,0.8573131934495845
1,Direct,0.7834288642757515
1,Direct,0.6022122159055119
1,Direct,0.7249232398023088
1,Direct,0.92559522781913
1,Direct,0.8475958542066933
1,Direct,0.5690414748139695
1,Direct,0.7943679475867176
1,Direct,0.4814648845383387
1,Direct,0.8978660360127051
1,Direct,0.6481956332821986
1,Direct,0.6947395317090528
1,Direct,0.9125340179972596
1,Direct,0.7510704459454806
1,Direct,0.3883830465194389
1,Direct,0.9325241821335196
1,Direct,0.8148265613940333
1,Direct,0.7822462559496726
1,Direct,0.8423091970427045
1,Direct,0.890600315860096
1,Direct,0.9039461419462788
1,Direct,0.5753426302592944
1,Direct,0.8549337478982242
1,Direct,0.6596648250809142
1,Direct,0.7717216839413742
1,Direct,0.6238418386469867
1,Direct,0.6091280499543663
1,Direct,0.9277704810563224
1,Direct,0.4951159234265725
1,Direct,0.6695733479418893
1,Direct,0.8733564725679246
1,Direct,0.5688907420751687
1,Direct,0.8633240692025675
1,Direct,0.3564251938222086
1,Direct,0.5188736056189658
1,Direct,0.694705288441782
1,Direct,0.7941373750434276
1,Direct,0.5441840044933921
1,Direct,0.6304999205546836
1,Direct,0.733530319210986
1,Direct,0.901610197089486
1,Direct,0.8852537996951121
1,Direct,0.6484919937816969
1,Direct,0.8106622858182819
1,Direct,0.7997671973914705
1,Direct,0.7538937354200635
1,Direct,0.8873538917558392
1,Direct,0.742900309550579
1,Direct,0.7188848810341821
1,Direct,0.8841175600166222
1,Direct,0.7259840004050159
1,Direct,0.9363722934033004
1,Direct,0.9107188966615408
1,Direct,0.4262270142267754
1,Direct,0.8497697337630622
1,Direct,0.740100380414787
1,Direct,0.5648047624859786
1,Direct,0.7211758636225468
1,Direct,0.7847888302808228
1,Direct,0.837819208723054
1,Direct,0.518152233233238
1,Direct,0.6936681333499761
1,Direct,0.6108228614916319
1,Direct,0.8380113292058615
1,Direct,0.8873310509074738
1,Direct,0.7216101199772129
1,Direct,0.7670471514322186
1,Direct,0.8305668506875934
1,Direct,0.7914083037995985
1,Direct,0.6896974911435823
1,Direct,0.8901792733467789
1,Direct,0.6625896752359342
1,Direct,0.8640890477487594
1,Direct,0.6440230078626401
1,Direct,0.9728589504173444
1,Direct,0.8620714322322515
1,Direct,0.7600313866332694
1,Direct,0.5216272260722676
1,Direct,0.8244244785134538
1,Direct,0.7344727374545211
1,Direct,0.541561144224391
1,Direct,0.737834784400476
1,Direct,0.7948597628730466
1,Direct,0.8183464186148213
1,Direct,0.8165623345654625
1,Direct,0.8330023915427818
1,Direct,0.935877433475688
1,Direct,0.6826586978442246
1,Direct,0.924687411962804
1,Direct,0.4481553887941189
1,Direct,0.8020707961920215
1,Direct,0.4877194140061606
1,Direct,0.6799401947826059
1,Direct,0.912969447702572
1,Direct,0.5978937220810429
1,Direct,0.9064687240191156
1,Direct,0.7650846600375516
1,Direct,0.6036826747629537
1,Direct,0.7546901255019912
1,Direct,0.7459150670474829
1,Direct,0.7398680388623209
1,Direct,0.876089520780831
1,Direct,0.6952513771782507
1,Direct,0.7080015943857627
1,Direct,0.912328440765872
1,Direct,0.783165919320539
1,Direct,0.766298551127321
1,Direct,0.971683072345744
1,Direct,0.6119158325042477
1,Direct,0.6376699890136668
1,Direct,0.6718012201305851
1,Direct,0.7376166954131814
1,Direct,0.5883075751505134
1,Direct,0.7172050188876656
1,Direct,0.3905302779466723
1,Direct,0.44746880848492
1,Direct,0.7648328612650195
1,Direct,0.7038028504037418
1,Direct,0.6720503001317314
1,Direct,0.814163927733322
