Group,Model,SIS
Group2,FFNN,0.9684138101194312
Group2,FFNN,0.9074110365475176
Group2,FFNN,0.6521289129916604
Group2,FFNN,0.8296581055936961
Group2,FFNN,0.9496791333651334
Group2,FFNN,0.891966370999776
Group2,FFNN,0.9544617724507496
Group2,FFNN,0.8968668852558134
Group2,FFNN,0.9128821188518604
Group2,FFNN,0.9445544340212952
Group2,FFNN,0.839954656106444
Group2,FFNN,0.8545499914802572
Group2,FFNN,0.903462563203522
Group2,FFNN,0.8356232089548304
Group2,FFNN,0.9444764303215896
Group2,FFNN,0.922728105648062
Group2,FFNN,0.8951939101102693
Group2,FFNN,0.94625083380033
Group2,FFNN,0.8020824311178275
Group2,FFNN,0.8625033090048663
Group2,FFNN,0.8346722687821433
Group2,FFNN,0.917581069472575
Group2,FFNN,0.7952591228969875
Group2,FFNN,0.9028874387096594
Group2,FFNN,0.8648560021785126
Group2,FFNN,0.9047454890655532
Group2,FFNN,0.8162019149843347
Group2,FFNN,0.8470927875983225
Group2,FFNN,0.8688094324504722
Group2,FFNN,0.8623635003863244
Group2,FFNN,0.926279441536206
Group2,FFNN,0.8518286425229201
Group2,FFNN,0.9388653130675056
Group2,FFNN,0.91772226193261
Group2,FFNN,0.9078597009929688
Group2,FFNN,0.945380909425112
Group2,FFNN,0.8362870566766619
Group2,FFNN,0.8400958625529366
Group2,FFNN,0.9297155677978116
Group2,FFNN,0.9227207791840816
Group2,FFNN,0.9178763549543
Group2,FFNN,0.9149181028246466
Group2,FFNN,0.945163101636207
Group2,FFNN,0.8455048280898678
Group2,FFNN,0.7706740664240159
Group2,FFNN,0.9158874568466768
Group2,FFNN,0.7993812528225426
Group2,FFNN,0.9216522154705108
Group2,FFNN,0.7925866273091432
Group2,FFNN,0.9025776764393318
Group2,FFNN,0.6869608362743066
Group2,FFNN,0.9536381359875852
Group2,FFNN,0.922220888867216
Group2,FFNN,0.8910571090224821
Group2,FFNN,0.8651431666862315
Group2,FFNN,0.9496280143756564
Group2,FFNN,0.941978124884002
Group2,FFNN,0.9422513876359184
Group2,FFNN,0.9297864127764484
Group2,FFNN,0.8752922283033091
Group2,FFNN,0.971791061100348
Group2,FFNN,0.9686529079741028
Group2,FFNN,0.9442627772816232
Group2,FFNN,0.9021272653076424
Group2,FFNN,0.7794748533863647
Group2,FFNN,0.9327183821499644
Group2,FFNN,0.8437191546126696
Group2,FFNN,0.948242212618904
Group2,FFNN,0.9102986321825424
Group2,FFNN,0.9610536188952056
Group2,FFNN,0.9623100626069916
Group2,FFNN,0.7524657913390678
Group2,FFNN,0.9438115609024688
Group2,FFNN,0.864590448685212
Group2,FFNN,0.9381787694485796
Group2,FFNN,0.9519381499071852
Group2,FFNN,0.8571286240240585
Group2,FFNN,0.9039073527194992
Group2,FFNN,0.9240480053312812
Group2,FFNN,0.9422558750547942
Group2,FFNN,0.9068142772114846
Group2,FFNN,0.9577272506325928
Group2,FFNN,0.9312473693090604
Group2,FFNN,0.9012220675567848
Group2,FFNN,0.9647787165737648
Group2,FFNN,0.907974162350388
Group2,FFNN,0.9523001607622162
Group2,FFNN,0.8627682768967851
Group2,FFNN,0.8128526602310137
Group2,FFNN,0.954170280977698
Group2,FFNN,0.9531449849080796
Group2,FFNN,0.9637113908506127
Group2,FFNN,0.8505784662728026
Group2,FFNN,0.9347304398612036
Group2,FFNN,0.7367364129900201
Group2,FFNN,0.7467309482907872
Group2,FFNN,0.9610127022716712
Group2,FFNN,0.8499239461833166
Group2,FFNN,0.8958872776242194
Group2,FFNN,0.9592792481586324
Group2,FFNN,0.9436232972988124
Group2,FFNN,0.7856924002802785
Group2,FFNN,0.8960697616168777
Group2,FFNN,0.890135407866033
Group2,FFNN,0.930192045101606
Group2,FFNN,0.9190863901372136
Group2,FFNN,0.9241889517342774
Group2,FFNN,0.8757227122854294
Group2,FFNN,0.6727545874223083
Group2,FFNN,0.8532140167826737
Group2,FFNN,0.9417857209537078
Group2,FFNN,0.8788332233207641
Group2,FFNN,0.8401427173163069
Group2,FFNN,0.939144710348464
Group2,FFNN,0.9412414396199322
Group2,FFNN,0.8619238118793625
Group2,FFNN,0.905009841087292
Group2,FFNN,0.9222145317255676
Group2,FFNN,0.9617998866307912
Group2,FFNN,0.9650376164676232
Group2,FFNN,0.9002398827507686
Group2,FFNN,0.8571832056309407
Group2,FFNN,0.8960002577758155
Group2,FFNN,0.8959951537713882
Group2,FFNN,0.8940140107692411
Group2,FFNN,0.8401161098071668
Group2,FFNN,0.9335991915671418
Group2,FFNN,0.8433132616720251
Group2,FFNN,0.7770519448335329
Group2,FFNN,0.9061740887829888
Group2,FFNN,0.7774762312117044
Group2,FFNN,0.9476744108842942
Group2,FFNN,0.9218041080195212
Group2,FFNN,0.9136474968141148
Group2,FFNN,0.8962040593955467
Group2,FFNN,0.871585645745681
Group2,FFNN,0.9005182637609115
Group2,FFNN,0.9540875335955205
Group2,FFNN,0.9141691204765549
Group2,FFNN,0.9122200823404608
Group2,FFNN,0.968126286256071
Group2,FFNN,0.8720888717846625
Group2,FFNN,0.6247294147313569
Group2,FFNN,0.9414976090177236
Group2,FFNN,0.9263442149369004
Group2,FFNN,0.8138262283495871
Group2,FFNN,0.7763613967782697
Group2,FFNN,0.902927640884622
Group2,FFNN,0.946695846267684
Group2,FFNN,0.9472116842216856
Group2,FFNN,0.9224025680514948
Group2,FFNN,0.8460061407965365
Group2,FFNN,0.8697654049426636
Group2,FFNN,0.8296173176040534
Group2,FFNN,0.8185630340186105
Group2,FFNN,0.9094451631993216
Group2,FFNN,0.774462692870902
Group2,FFNN,0.9328746273617834
Group2,FFNN,0.8909321697424366
Group2,FFNN,0.8702807850572383
Group2,FFNN,0.9319639138840558
Group2,FFNN,0.8496087505768698
Group2,FFNN,0.8747600545128574
Group2,FFNN,0.8935136963782992
Group2,FFNN,0.9525225222328716
Group2,FFNN,0.880814355741886
